name,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12
E08000008,2,2,3,2,3,3,4,2,8,4,3,5,4,8,8,7,13,10,18,14,18,13,15,14,28,10,27,14,10,8,18,20,15,12,16,11,8,6,8,11,9,5,10,5,11,5,1,10,8,13,2,11,9,10,5,4,8,8,9,18,10
E08000007,3,3,0,3,6,7,7,2,6,6,6,10,9,15,8,10,12,23,18,33,28,31,26,26,45,28,30,34,32,26,14,38,20,24,20,20,23,15,21,13,24,19,19,15,12,14,15,21,26,12,9,14,13,15,7,8,6,7,9,9,11
E08000006,2,0,0,5,2,3,7,9,8,7,11,16,6,18,13,18,14,21,29,17,21,12,16,19,33,16,32,24,29,25,21,18,28,23,31,24,20,16,15,24,19,20,16,11,13,13,19,16,13,19,10,10,7,11,4,7,6,4,2,1,4
E08000005,1,0,1,3,5,1,1,3,6,1,10,7,8,15,11,13,8,11,19,16,9,16,17,11,17,27,36,23,18,16,16,20,25,19,12,16,10,14,26,17,16,11,13,4,4,10,14,7,6,8,4,4,13,16,7,12,9,4,3,3,11
E08000004,2,1,0,4,1,2,5,3,10,5,6,12,14,14,11,13,10,18,13,22,23,20,13,13,34,42,31,37,48,34,22,16,18,25,26,20,24,24,21,20,22,18,10,8,8,10,11,20,13,24,14,11,25,17,13,26,18,4,4,9,10
E08000003,7,0,3,6,4,3,4,4,3,4,12,9,14,22,14,31,23,24,33,28,35,30,40,36,73,59,53,63,37,43,37,40,49,30,15,15,29,19,31,27,24,20,29,14,17,13,23,17,17,15,14,10,17,26,26,17,11,11,15,15,17
E08000002,3,0,0,1,2,2,2,1,2,7,3,8,3,14,9,10,7,16,6,16,8,18,11,17,24,28,24,23,20,26,16,21,10,24,15,31,17,8,22,7,10,19,20,8,5,16,15,7,11,5,4,8,10,4,2,4,6,5,1,4,1
E08000001,1,0,2,3,1,3,2,2,1,3,2,5,5,6,7,11,3,17,22,25,17,35,22,15,32,24,45,42,29,30,25,35,31,30,23,26,17,23,20,27,35,20,14,10,7,8,25,15,14,17,9,2,12,12,8,8,9,5,9,10,7
E06000059,1,2,1,0,2,1,2,3,3,6,4,2,3,10,6,8,7,12,5,15,10,15,7,6,12,9,17,17,12,3,5,4,8,8,4,9,8,6,7,5,8,16,2,6,2,4,5,5,3,11,6,2,4,1,0,1,2,2,0,0,0
E06000057,1,0,2,1,2,1,2,1,0,3,7,8,8,12,7,10,6,7,17,40,24,23,25,23,28,30,35,36,24,39,37,31,31,19,17,25,25,20,23,23,13,9,21,13,3,11,15,18,19,16,1,6,10,8,19,10,6,2,2,24,5
E06000056,3,0,5,0,0,6,4,2,3,6,10,8,6,8,12,10,5,11,18,16,23,14,11,16,19,19,16,17,18,14,18,9,16,13,7,22,11,2,11,20,13,13,11,15,3,16,4,7,4,7,8,1,14,3,6,5,2,1,3,4,2
E06000055,1,0,0,0,2,2,2,0,1,5,10,8,6,9,15,5,3,7,11,14,12,19,6,5,15,16,20,23,17,9,10,16,20,13,18,16,11,3,7,20,9,29,12,5,5,10,11,14,15,2,5,6,7,8,6,9,2,3,3,2,9
E06000054,4,0,0,4,1,4,5,4,4,6,6,8,5,7,18,7,3,13,10,10,10,15,9,18,13,10,10,17,5,16,11,17,5,18,14,9,10,10,10,13,8,13,7,3,10,5,11,16,6,6,12,6,2,3,4,6,2,2,2,6,2
E06000052,1,1,1,3,2,5,2,6,3,3,6,3,4,11,15,10,11,11,20,21,17,18,15,11,19,14,16,18,12,13,20,21,10,8,24,14,13,6,8,11,4,13,7,6,8,11,1,13,4,3,4,9,4,6,2,4,6,6,4,3,2
E06000049,2,3,1,0,4,4,4,1,2,5,2,7,12,10,14,8,13,12,18,31,28,14,19,27,33,28,33,39,29,29,19,31,28,26,33,31,24,21,22,21,21,34,28,27,12,24,17,19,25,13,19,8,18,19,27,14,8,9,5,13,13
E06000045,2,0,1,2,1,2,3,3,6,4,6,2,6,15,13,10,9,17,19,14,17,10,11,12,9,15,13,22,9,7,10,11,17,9,14,20,15,5,17,16,14,14,7,4,3,9,8,10,15,7,5,8,11,4,5,6,7,4,3,7,7
E06000044,1,3,3,5,3,3,4,3,1,8,9,6,14,5,3,5,2,4,1,6,5,10,6,10,10,8,11,10,9,13,7,4,11,12,6,8,5,1,1,6,16,2,6,2,5,7,2,0,2,7,2,1,1,2,8,1,0,0,2,0,0
E06000043,2,0,2,2,0,4,2,3,3,3,4,7,6,9,12,8,9,6,6,19,12,11,13,11,10,16,19,6,11,8,11,9,13,15,11,15,12,8,8,7,1,5,2,4,4,1,12,5,4,5,0,2,4,7,0,0,0,0,2,2,1
E06000039,3,2,4,7,5,1,5,5,2,6,10,7,6,12,11,5,6,10,6,11,3,10,14,5,9,18,9,8,14,12,9,14,17,16,8,10,8,6,7,5,7,5,8,4,6,6,6,4,9,17,5,3,4,4,2,0,2,0,3,2,2
E06000035,3,0,2,1,2,1,3,2,10,3,11,16,10,11,8,9,9,10,17,33,24,15,24,19,30,37,21,20,23,18,13,11,13,16,16,25,17,12,19,17,9,14,15,5,7,5,11,9,8,8,8,0,13,5,15,5,1,6,6,5,12
E06000032,1,0,0,0,5,6,4,9,3,5,7,15,11,9,12,10,10,16,26,17,23,18,14,27,28,30,35,16,22,15,23,15,24,8,4,24,33,1,9,11,15,12,11,19,0,19,2,1,0,14,3,0,16,4,1,1,0,1,0,0,2
E06000030,2,0,1,0,1,2,0,1,0,3,3,4,3,5,3,1,5,6,4,8,12,7,12,10,9,17,15,19,14,16,10,15,17,12,16,11,6,14,17,8,12,10,7,4,3,2,12,5,3,7,10,3,1,4,3,9,2,4,7,4,3
E06000026,2,0,3,1,0,3,2,2,2,0,3,7,3,9,3,3,5,7,2,8,12,14,10,1,5,8,4,9,13,1,7,12,16,11,4,7,2,13,9,16,17,7,3,3,3,3,9,4,2,8,1,6,2,9,11,6,0,0,3,2,2
E06000025,3,0,1,0,1,2,1,0,3,3,8,5,13,4,6,8,9,15,11,6,9,10,9,9,10,9,27,13,6,6,4,2,8,19,6,7,9,7,16,10,5,3,9,11,2,6,1,2,6,3,5,4,4,4,3,9,3,3,2,5,2
E06000024,2,2,1,0,1,0,0,2,1,0,0,1,7,3,6,2,4,8,4,8,7,8,6,4,6,4,5,11,4,7,1,5,5,9,3,18,6,2,4,6,9,8,6,3,1,9,12,8,9,7,1,6,11,3,14,6,5,6,8,8,3
E06000022,1,0,0,1,0,5,3,3,1,2,4,3,4,5,4,2,6,5,0,5,4,4,1,5,11,7,8,11,16,10,2,6,9,7,4,6,4,10,1,4,5,6,5,0,3,2,2,1,1,3,2,2,0,1,0,2,1,0,1,1,0
E06000018,4,1,2,1,5,2,4,7,6,9,5,6,9,16,9,4,7,11,14,16,20,16,15,11,21,22,16,12,13,12,11,13,11,9,15,21,2,10,18,19,21,13,17,1,0,18,7,6,6,13,4,0,9,12,0,5,2,1,0,3,5
E06000016,1,0,0,2,3,5,6,2,5,7,11,20,5,13,8,11,1,5,27,33,24,26,15,20,26,22,20,31,20,17,22,9,13,15,10,11,15,23,28,16,21,16,16,13,1,21,22,13,12,6,3,5,20,5,17,8,6,10,10,9,5
E06000015,1,1,4,6,3,4,10,3,8,14,17,21,11,8,8,21,20,22,24,30,19,22,18,2,2,14,11,11,12,13,9,4,5,9,4,11,3,4,9,3,11,8,7,8,22,6,5,9,1,6,2,2,3,3,2,5,7,5,4,5,6
E06000014,1,1,0,0,2,2,2,1,1,0,1,2,1,1,5,7,0,4,5,12,11,8,4,4,10,13,10,9,6,3,5,12,7,7,10,12,4,6,8,10,13,10,9,8,7,13,9,19,12,3,8,10,14,23,9,14,5,5,7,13,6
E06000011,4,0,0,2,1,1,2,0,0,2,5,2,6,3,3,3,10,12,15,9,7,12,14,10,20,20,21,9,22,6,16,17,26,24,21,13,12,21,27,23,14,21,26,22,20,27,23,34,28,19,8,10,15,17,15,12,4,10,4,11,13
E06000008,1,0,0,0,0,0,0,2,0,1,3,4,1,2,4,4,8,8,8,8,12,9,10,8,10,14,12,17,12,10,11,11,16,9,11,5,14,5,8,8,8,11,8,6,3,5,4,10,8,7,2,1,6,5,8,7,2,3,1,4,4
E06000006,1,1,0,1,2,0,0,1,0,0,0,5,3,2,7,9,2,12,9,8,14,18,12,15,22,12,14,15,12,11,4,8,10,11,10,10,6,9,7,5,4,5,5,1,0,6,4,7,5,3,2,2,3,2,1,3,4,1,0,4,3
E06000010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E06000009,0,1,0,1,2,0,0,1,1,0,1,1,1,3,2,5,4,6,12,5,18,8,14,3,6,10,13,11,17,15,11,15,8,13,16,20,22,21,21,22,16,21,18,11,12,17,15,12,12,7,2,5,7,5,8,3,6,9,3,9,3
E09000001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E06000012,0,0,0,0,0,1,0,1,1,1,2,4,5,3,3,1,3,4,2,5,1,10,3,2,6,3,4,4,4,5,2,4,6,0,1,9,2,1,4,2,7,9,3,2,0,3,2,0,0,1,0,0,0,2,0,1,1,1,3,1,0
E06000003,0,0,0,0,1,0,1,0,1,3,2,2,3,6,10,11,7,7,8,11,7,17,13,8,9,12,0,9,9,16,8,14,5,5,6,6,4,8,8,18,12,9,11,5,2,9,9,7,6,6,0,5,7,5,8,7,3,2,7,0,3
E08000024,0,0,2,2,0,1,3,3,5,2,6,18,10,11,9,4,11,29,46,44,37,48,46,49,60,49,51,47,37,47,29,34,30,49,24,38,32,28,56,21,15,20,21,16,7,16,21,26,25,21,7,7,28,14,9,10,6,34,4,7,6
E06000040,0,3,0,2,1,0,5,5,2,6,7,2,9,5,4,8,2,9,7,9,4,4,9,4,3,10,3,10,2,9,6,2,10,10,14,7,2,4,6,0,3,5,5,4,9,1,7,4,2,3,4,2,2,1,2,2,1,0,0,1,1
E06000037,0,1,1,1,1,3,1,3,7,1,8,3,7,4,5,6,3,11,4,14,5,10,13,6,6,11,5,2,13,9,7,12,12,9,17,10,14,6,16,12,6,9,3,7,3,4,3,11,5,2,2,0,4,2,1,1,1,1,1,4,1
E08000033,0,0,0,2,0,0,0,0,2,0,2,1,4,6,6,5,9,12,5,6,11,12,8,3,10,7,10,6,12,3,8,6,8,12,5,8,4,2,4,6,7,5,5,4,4,3,6,1,7,6,1,0,3,9,0,5,0,0,1,2,1
E08000034,0,0,1,2,1,5,2,4,3,3,4,6,10,11,10,9,15,19,19,24,22,21,14,12,28,26,21,15,12,15,6,19,24,12,19,11,12,11,7,12,11,10,28,7,3,18,10,11,13,27,7,5,10,9,4,6,1,4,7,6,3
E10000034,0,1,4,3,6,5,9,14,13,9,14,17,22,23,21,35,28,44,38,34,31,36,16,24,36,43,41,39,31,37,22,25,48,41,35,50,33,15,31,22,28,19,14,13,20,18,17,17,14,13,17,7,8,19,15,10,16,8,5,11,8
E08000035,0,0,2,1,3,4,6,7,6,11,16,18,11,21,21,25,21,27,24,31,30,37,17,36,49,64,43,42,47,35,38,28,36,53,51,50,33,33,43,72,49,46,69,25,21,44,40,35,21,28,25,10,20,28,24,37,13,16,11,9,16
E08000011,0,0,2,0,0,2,0,1,3,2,1,4,9,7,7,10,12,22,14,18,22,22,16,15,33,15,19,29,12,16,8,16,8,25,20,26,5,7,19,11,10,20,10,8,5,13,14,15,10,7,5,4,7,12,7,2,4,0,1,13,3
E06000034,0,1,0,2,3,5,1,0,3,5,9,2,4,10,12,7,7,10,10,10,17,5,8,9,8,14,18,5,4,8,5,8,4,2,9,4,3,1,6,9,9,4,2,2,3,5,2,5,7,4,1,0,1,1,2,3,0,3,1,5,2
E06000005,0,0,0,0,0,0,1,0,0,0,1,2,3,3,2,2,1,9,2,4,5,6,10,2,21,11,20,14,4,9,15,5,7,10,6,7,8,5,13,10,6,8,8,5,2,21,6,11,6,6,6,0,14,4,4,4,0,5,3,4,6
E06000046,0,0,0,0,0,0,0,1,1,4,2,0,1,1,1,2,0,3,1,7,1,1,3,2,4,2,5,2,5,2,2,1,0,4,8,1,3,1,0,6,4,10,9,1,0,4,9,8,1,12,6,1,3,1,2,4,1,1,1,1,3
E08000032,0,2,0,0,3,2,0,2,3,3,6,9,7,10,20,14,20,23,20,21,19,24,21,28,36,33,36,28,18,17,22,13,17,39,16,32,20,7,21,25,34,24,47,28,18,32,27,50,26,29,18,21,27,14,27,17,13,13,6,15,25
E06000021,0,1,0,0,1,1,1,1,2,2,4,5,5,5,3,4,17,14,3,17,9,11,6,7,4,11,18,11,24,12,10,15,14,14,11,16,12,11,16,20,13,22,21,12,8,17,24,12,21,17,15,10,14,17,25,18,14,2,7,9,18
E06000053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E08000037,0,0,0,0,1,0,0,1,2,0,5,7,1,10,4,13,8,30,19,33,23,19,31,20,41,44,44,36,33,26,20,20,25,20,14,20,26,16,14,31,17,43,24,7,3,20,24,36,22,18,5,5,32,14,17,20,2,3,1,4,4
E06000051,0,0,0,0,0,4,2,5,2,5,4,10,4,14,10,13,13,8,9,13,8,19,8,7,10,9,18,14,6,8,16,17,15,10,15,21,8,12,10,28,9,19,18,11,11,12,22,13,8,6,15,9,18,12,9,26,14,14,9,12,17
E06000027,0,0,1,1,1,1,0,5,1,1,2,2,1,5,6,3,1,5,7,3,2,0,4,3,2,6,3,21,5,1,2,3,3,3,1,16,3,22,10,6,9,5,0,17,0,1,2,0,1,1,2,3,0,5,1,2,1,0,0,1,1
E06000038,0,3,2,1,2,4,1,0,3,3,4,2,8,7,3,10,11,10,5,14,10,9,14,8,5,13,13,15,14,9,25,27,36,24,28,19,5,6,17,21,14,9,11,9,3,13,13,13,5,5,3,8,6,4,7,2,2,2,3,1,4
E06000004,0,1,0,1,3,0,1,2,0,0,3,2,2,6,8,10,5,16,8,13,13,16,11,12,9,19,9,18,6,11,10,9,15,9,8,2,6,9,15,11,15,10,5,3,9,6,21,6,10,18,4,8,11,17,10,7,2,6,10,4,10
E06000019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E06000007,0,0,1,0,0,0,2,1,1,2,5,3,1,3,10,8,10,18,19,17,24,16,16,23,33,31,38,22,28,17,7,16,29,13,26,13,11,7,20,24,13,23,8,10,7,14,16,11,16,6,5,3,10,3,10,4,1,6,3,4,9
E06000058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E08000017,0,0,0,2,2,1,4,4,0,8,3,9,11,9,4,19,16,19,14,17,11,16,7,0,1,8,15,25,4,8,8,10,4,20,21,19,18,7,14,8,17,20,36,6,18,8,9,29,22,31,13,13,1,1,19,0,15,10,12,17,1
E06000047,0,1,1,0,2,2,2,3,3,3,10,6,13,14,14,19,14,20,25,52,36,37,31,26,86,63,54,58,56,52,29,45,39,44,38,39,46,27,50,45,38,50,41,33,17,29,56,64,46,44,33,14,41,35,24,21,18,23,20,26,17
E08000010,0,1,1,0,1,2,0,1,4,2,3,6,6,15,13,7,14,19,24,13,24,24,14,22,23,33,27,31,24,42,23,25,30,21,33,38,26,19,30,24,22,32,23,12,20,24,27,13,9,21,13,8,10,39,16,12,13,28,18,34,8
E06000017,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,5,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,1
E08000023,0,0,1,1,0,1,1,2,2,0,2,5,4,2,7,1,5,14,13,9,13,17,13,15,23,19,19,12,18,12,9,16,27,22,30,24,13,7,25,18,19,16,29,12,6,26,20,13,24,11,5,9,9,10,11,5,13,6,8,5,21
E08000016,0,2,1,0,2,3,5,1,4,7,13,16,10,21,15,14,13,15,33,26,14,9,12,2,13,21,16,19,25,24,21,32,27,12,9,15,9,23,17,14,20,17,8,21,14,17,22,14,10,15,16,15,12,8,17,7,8,9,9,8,9
E06000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E06000020,0,1,0,1,0,1,2,1,2,0,5,3,3,6,8,6,10,6,6,4,7,7,7,9,3,12,6,2,7,2,3,3,5,7,6,10,17,4,10,6,15,12,3,8,6,6,7,9,8,5,3,5,5,7,7,1,3,2,1,9,7
E06000050,0,0,2,2,1,2,4,3,1,3,5,4,5,5,17,11,23,16,18,29,25,36,31,31,31,30,28,28,25,15,25,15,22,21,19,31,13,18,18,40,13,26,19,16,8,24,34,14,19,20,9,10,12,5,8,9,14,7,4,20,16
E08000014,0,2,1,0,1,1,4,2,2,4,7,7,18,12,16,12,12,19,32,28,32,45,33,27,36,38,33,33,14,27,21,32,30,32,18,25,12,12,15,18,19,5,10,12,9,10,13,15,16,6,5,5,4,2,4,3,2,3,8,4,5
E06000001,0,0,0,1,0,1,0,1,0,0,0,0,2,1,2,3,1,5,3,3,2,6,6,3,9,11,6,9,4,4,6,4,8,7,5,0,11,3,7,8,9,19,9,3,7,6,7,10,4,4,4,2,7,4,8,10,4,8,6,5,11
E08000026,0,0,0,6,4,4,5,1,9,6,11,19,16,19,13,18,17,23,29,28,20,23,18,10,24,22,10,25,15,15,21,18,13,22,16,20,12,5,25,23,10,20,9,15,2,4,4,12,6,20,14,12,4,14,5,5,13,4,5,1,6
E08000029,0,0,0,2,1,1,5,4,4,3,9,15,16,17,17,29,13,14,17,15,25,20,23,10,12,19,14,19,22,12,7,10,20,19,11,10,11,7,22,11,15,31,5,3,9,10,5,5,6,6,3,3,11,6,5,2,11,8,4,2,2
E06000013,0,0,0,1,0,0,2,1,0,0,1,1,3,3,2,2,6,3,7,8,4,13,4,0,7,5,10,17,3,16,8,7,16,16,12,19,12,7,17,14,18,23,20,5,17,9,13,7,14,18,5,10,6,9,8,3,3,2,3,11,15
E06000031,0,2,0,0,0,1,1,5,3,4,3,2,1,4,6,5,3,6,4,6,5,10,4,6,8,9,5,2,4,2,2,7,4,4,12,11,1,4,10,16,9,9,7,5,12,8,15,7,8,10,3,7,8,5,4,36,4,5,4,8,8
E08000036,0,0,0,0,0,4,1,2,2,5,7,6,11,13,7,13,11,11,16,17,17,28,11,21,24,23,25,12,14,8,18,15,15,19,11,12,13,7,12,10,16,7,8,6,11,15,10,6,19,10,9,7,5,16,5,15,9,8,6,9,12
E06000033,0,1,0,2,2,0,0,0,1,4,6,6,2,8,7,6,11,13,15,16,14,18,14,8,19,18,5,6,10,4,8,10,7,5,3,1,1,5,7,5,5,4,4,4,4,2,1,4,5,5,7,1,12,3,2,7,3,2,2,2,2
E06000002,0,1,0,0,0,1,0,2,1,2,1,2,7,7,7,10,14,17,15,23,13,26,21,21,17,25,5,18,17,15,14,19,20,11,11,17,23,10,16,18,22,10,9,13,5,22,20,3,12,13,5,5,11,17,5,7,2,4,1,0,1
E06000042,0,1,1,0,3,12,6,2,4,2,22,14,10,7,10,10,10,14,17,14,12,10,10,21,19,20,11,13,17,13,6,15,16,12,16,13,5,7,5,9,10,6,5,4,4,6,1,15,13,1,1,4,4,4,4,2,1,0,1,4,0
E10000019,0,0,2,0,2,5,3,5,4,2,8,13,11,23,17,22,15,28,26,33,14,37,19,21,37,29,15,22,29,23,24,22,31,25,35,22,14,27,26,17,20,19,23,13,13,11,17,14,11,14,8,6,13,7,5,50,17,10,11,9,20
E06000041,0,0,2,0,1,4,2,2,0,3,1,1,2,5,10,7,13,15,7,14,4,10,9,8,7,10,12,5,16,3,11,17,15,12,17,27,4,8,8,15,26,4,8,8,5,3,2,7,10,9,5,3,0,1,1,6,2,1,2,2,3
E06000036,0,0,1,1,1,0,1,1,5,2,2,1,3,3,2,5,4,3,9,10,3,10,7,4,4,11,10,3,4,9,7,15,10,5,5,6,5,2,5,3,7,6,4,1,4,5,3,3,1,0,4,3,1,1,1,2,0,3,0,1,0
