name,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20
huelva,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,6.0,9.0,13.0,1.0,10.0,11.0,12.0,7.0,18.0,10.0,15.0,11.0,37.0,9.0,18.0,29.0,13.0,37.0,5.0,9.0,4.0,4.0,12.0,2.0,8.0,10.0,3.0,6.0,7.0,3.0,5.0,6.0,19.0,12.0,1.0,1.0,5.0,5.0,7.0,7.0,2.0,3.0,5.0,9.0,12.0,20.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
huesca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jaen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,0.0,0.0,17.0,13.0,3.0,2.0,25.0,11.0,31.0,19.0,33.0,44.0,44.0,57.0,33.0,65.0,51.0,36.0,98.0,62.0,81.0,46.0,33.0,53.0,40.0,20.0,39.0,17.0,31.0,34.0,42.0,39.0,33.0,8.0,12.0,12.0,32.0,41.0,23.0,12.0,8.0,8.0,23.0,35.0,22.0,5.0,16.0,8.0,11.0,24.0,14.0,30.0,15.0,19.0,9.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
la_rioja,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
leon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,1.0,14.0,0.0,28.0,31.0,28.0,30.0,37.0,32.0,57.0,72.0,76.0,78.0,112.0,98.0,95.0,97.0,46.0,43.0,59.0,59.0,79.0,57.0,54.0,29.0,54.0,57.0,58.0,25.0,37.0,104.0,186.0,70.0,184.0,93.0,73.0,94.0,24.0,17.0,112.0,108.0,67.0,126.0,70.0,27.0,33.0,41.0,59.0,37.0,35.0,24.0,11.0,32.0,38.0,58.0,31.0,91.0,63.0,27.0,2.0,2.0,12.0,25.0,15.0,3.0,2.0,15.0,7.0,10.0,9.0,7.0,1.0,0.0,2.0,3.0,3.0,7.0,3.0,3.0,0.0,1.0,2.0,1.0,1.0,2.0,6.0,0.0,4.0,9.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,5.0,2.0,2.0
lleida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,13.0,15.0,6.0,5.0,11.0,29.0,35.0,41.0,50.0,38.0,24.0,57.0,93.0,104.0,67.0,88.0,44.0,63.0,63.0,97.0,59.0,59.0,60.0,28.0,22.0,40.0,85.0,75.0,97.0,53.0,27.0,27.0,38.0,48.0,62.0,50.0,44.0,38.0,12.0,24.0,68.0,35.0,25.0,29.0,7.0,2.0,27.0,23.0,14.0,27.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lugo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
madrid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
malaga,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,9.0,4.0,5.0,15.0,17.0,8.0,0.0,31.0,52.0,55.0,43.0,55.0,28.0,63.0,60.0,21.0,15.0,145.0,154.0,86.0,101.0,47.0,105.0,163.0,28.0,115.0,180.0,81.0,75.0,63.0,53.0,16.0,74.0,68.0,53.0,16.0,60.0,14.0,23.0,81.0,42.0,66.0,43.0,59.0,15.0,6.0,105.0,84.0,98.0,170.0,51.0,16.0,17.0,117.0,38.0,76.0,92.0,16.0,20.0,10.0,103.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
melilla,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
murcia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
navarra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ourense,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
palencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,1.0,0.0,8.0,12.0,15.0,9.0,14.0,8.0,19.0,48.0,31.0,50.0,42.0,31.0,32.0,34.0,24.0,44.0,25.0,20.0,14.0,24.0,14.0,21.0,47.0,13.0,15.0,16.0,9.0,3.0,6.0,5.0,14.0,30.0,13.0,37.0,24.0,18.0,56.0,30.0,63.0,36.0,41.0,16.0,19.0,11.0,4.0,19.0,1.0,4.0,18.0,6.0,8.0,2.0,25.0,6.0,12.0,4.0,9.0,6.0,14.0,0.0,5.0,2.0,11.0,14.0,3.0,9.0,0.0,2.0,2.0,4.0,1.0,10.0,5.0,6.0,2.0,2.0,0.0,4.0,2.0,7.0,9.0,1.0,0.0,1.0,4.0,1.0,0.0,0.0,3.0,1.0,2.0,4.0,4.0,2.0
"palmas,_las",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,5.0,3.0,5.0,5.0,17.0,6.0,9.0,15.0,16.0,29.0,28.0,20.0,27.0,19.0,0.0,0.0,58.0,51.0,67.0,28.0,27.0,19.0,23.0,21.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,14.0,3.0,0.0
pontevedra,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
salamanca,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,19.0,1.0,33.0,60.0,24.0,54.0,62.0,50.0,89.0,79.0,50.0,96.0,147.0,106.0,148.0,48.0,107.0,131.0,97.0,76.0,90.0,80.0,60.0,88.0,108.0,41.0,95.0,64.0,78.0,64.0,12.0,22.0,88.0,58.0,77.0,70.0,18.0,49.0,66.0,115.0,49.0,95.0,69.0,42.0,85.0,72.0,49.0,37.0,32.0,46.0,19.0,58.0,126.0,69.0,112.0,154.0,66.0,96.0,7.0,3.0,6.0,12.0,6.0,10.0,4.0,1.0,6.0,2.0,17.0,18.0,19.0,20.0,0.0,2.0,13.0,13.0,14.0,7.0,8.0,11.0,7.0,13.0,10.0,18.0,7.0,5.0,8.0,11.0,4.0,6.0,0.0,0.0,0.0,4.0,3.0,2.0,4.0,3.0
santa_cruz_de_tenerife,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,1.0,1.0,7.0,14.0,16.0,15.0,14.0,10.0,7.0,27.0,24.0,51.0,32.0,47.0,38.0,49.0,81.0,0.0,0.0,89.0,49.0,12.0,30.0,91.0,45.0,23.0,53.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,1.0,2.0,1.0,4.0,8.0,1.0,3.0,3.0,2.0,0.0,1.0,2.0,4.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0
segovia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,5.0,6.0,0.0,43.0,45.0,35.0,1.0,37.0,29.0,38.0,39.0,61.0,63.0,79.0,64.0,62.0,91.0,91.0,75.0,80.0,85.0,97.0,104.0,97.0,131.0,91.0,101.0,88.0,85.0,68.0,81.0,109.0,88.0,61.0,33.0,43.0,78.0,64.0,85.0,75.0,35.0,25.0,30.0,15.0,43.0,52.0,46.0,69.0,26.0,15.0,19.0,58.0,58.0,37.0,35.0,78.0,39.0,49.0,12.0,8.0,19.0,6.0,4.0,5.0,4.0,0.0,5.0,3.0,5.0,6.0,2.0,1.0,4.0,2.0,5.0,3.0,5.0,0.0,0.0,3.0,2.0,1.0,2.0,1.0,8.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0
sevilla,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,18.0,33.0,22.0,16.0,23.0,15.0,52.0,55.0,50.0,56.0,76.0,108.0,92.0,81.0,122.0,82.0,140.0,67.0,96.0,156.0,91.0,73.0,67.0,61.0,50.0,44.0,68.0,62.0,60.0,87.0,32.0,17.0,76.0,64.0,55.0,21.0,30.0,16.0,26.0,43.0,49.0,19.0,43.0,29.0,9.0,12.0,30.0,24.0,20.0,13.0,40.0,6.0,3.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
soria,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,5.0,7.0,23.0,18.0,22.0,39.0,16.0,5.0,39.0,84.0,76.0,33.0,59.0,92.0,27.0,5.0,104.0,27.0,66.0,17.0,34.0,21.0,13.0,12.0,23.0,26.0,29.0,63.0,23.0,40.0,42.0,37.0,47.0,52.0,6.0,6.0,103.0,120.0,13.0,33.0,41.0,19.0,66.0,18.0,28.0,28.0,26.0,86.0,23.0,32.0,39.0,87.0,69.0,75.0,55.0,51.0,0.0,12.0,3.0,6.0,2.0,3.0,9.0,2.0,0.0,0.0,3.0,11.0,4.0,0.0,3.0,10.0,2.0,10.0,5.0,6.0,5.0,8.0,0.0,4.0,7.0,6.0,7.0,3.0,4.0,2.0,1.0,7.0,14.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,2.0
tarragona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,11.0,5.0,7.0,10.0,0.0,18.0,40.0,0.0,0.0,92.0,37.0,44.0,81.0,51.0,87.0,83.0,82.0,32.0,52.0,97.0,79.0,42.0,0.0,140.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,26.0,13.0,49.0,33.0,46.0,32.0,23.0,9.0,3.0,16.0,9.0,4.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
teruel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
toledo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,32.0,46.0,95.0,142.0,416.0,80.0,77.0,30.0,19.0,71.0,66.0,99.0,116.0,89.0,94.0,49.0,29.0,65.0,109.0,103.0,60.0,24.0,12.0,46.0,51.0,59.0,73.0,99.0,46.0,21.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valencia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,236.0,245.0,177.0,189.0,215.0,202.0,148.0,116.0,146.0,87.0,61.0,99.0,238.0,179.0,159.0,88.0,113.0,25.0,97.0,142.0,140.0,160.0,83.0,58.0,41.0,74.0,116.0,100.0,57.0,133.0,24.0,147.0,55.0,95.0,63.0,135.0,72.0,119.0,0.0,0.0,94.0,91.0,68.0,75.0,10.0,25.0,43.0,15.0,20.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
valladolid,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,19.0,16.0,18.0,8.0,33.0,86.0,40.0,61.0,47.0,61.0,91.0,97.0,94.0,115.0,79.0,43.0,59.0,121.0,79.0,102.0,62.0,51.0,42.0,157.0,84.0,160.0,139.0,138.0,234.0,135.0,180.0,164.0,110.0,121.0,31.0,31.0,26.0,44.0,92.0,132.0,55.0,103.0,95.0,49.0,35.0,46.0,70.0,28.0,0.0,47.0,3.0,51.0,68.0,26.0,48.0,63.0,34.0,9.0,42.0,25.0,4.0,26.0,22.0,23.0,8.0,19.0,19.0,13.0,8.0,8.0,23.0,0.0,7.0,12.0,8.0,7.0,12.0,19.0,0.0,1.0,9.0,8.0,3.0,14.0,6.0,2.0,0.0,1.0,9.0,6.0,0.0,0.0,2.0,0.0,30.0,8.0,10.0,6.0
zamora,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,4.0,4.0,10.0,5.0,15.0,13.0,11.0,20.0,10.0,3.0,3.0,18.0,44.0,24.0,17.0,8.0,9.0,52.0,18.0,27.0,16.0,1.0,2.0,18.0,8.0,38.0,2.0,6.0,40.0,5.0,23.0,48.0,42.0,23.0,3.0,13.0,6.0,9.0,19.0,5.0,11.0,9.0,3.0,0.0,30.0,16.0,13.0,19.0,2.0,0.0,4.0,11.0,24.0,6.0,14.0,17.0,7.0,28.0,16.0,47.0,30.0,11.0,25.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
zaragoza,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,139.0,156.0,197.0,238.0,0.0,0.0,0.0,0.0,0.0,767.0,902.0,1060.0,1241.0,1419.0,1556.0,1630.0,1785.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3507.0,3555.0,3583.0,3629.0,3697.0,3832.0,3941.0,3990.0,4020.0,4047.0,4081.0,4122.0,4210.0,4249.0,4303.0,4336.0,4358.0,4392.0,4432.0,4482.0,4524.0,4584.0,4623.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
